gene,biotype
ENSG00000280745,unprocessed_pseudogene
ENSG00000276497,protein_coding
ENSG00000274039,lncRNA
ENSG00000278608,protein_coding
ENSG00000277409,lncRNA
ENSG00000277517,lncRNA
ENSG00000274806,snRNA
ENSG00000276374,processed_pseudogene
ENSG00000278688,processed_pseudogene
ENSG00000282008,processed_pseudogene
ENSG00000276539,protein_coding
ENSG00000282376,processed_pseudogene
ENSG00000276714,snoRNA
ENSG00000282259,unitary_pseudogene
ENSG00000282406,processed_pseudogene
ENSG00000282159,processed_pseudogene
ENSG00000276559,protein_coding
ENSG00000282345,processed_pseudogene
ENSG00000283716,protein_coding
ENSG00000284089,protein_coding
ENSG00000284039,protein_coding
ENSG00000284580,protein_coding
ENSG00000280741,lncRNA
ENSG00000276438,protein_coding
ENSG00000280593,lncRNA
ENSG00000276895,misc_RNA
ENSG00000280532,lncRNA
ENSG00000280935,processed_pseudogene
ENSG00000280844,processed_pseudogene
ENSG00000277800,protein_coding
ENSG00000273850,protein_coding
ENSG00000280484,lncRNA
ENSG00000280769,lncRNA
ENSG00000280877,processed_pseudogene
ENSG00000281050,processed_pseudogene
ENSG00000278704,protein_coding
ENSG00000277400,protein_coding
ENSG00000274847,protein_coding
ENSG00000277428,misc_RNA
ENSG00000276256,protein_coding
ENSG00000278198,protein_coding
ENSG00000276932,misc_RNA
ENSG00000273496,protein_coding
ENSG00000277630,protein_coding
ENSG00000278793,snRNA
ENSG00000274202,snRNA
ENSG00000278384,protein_coding
ENSG00000273748,protein_coding
ENSG00000276197,misc_RNA
ENSG00000274917,rRNA
ENSG00000273937,misc_RNA
ENSG00000273730,rRNA
ENSG00000276711,snRNA
ENSG00000278294,rRNA
ENSG00000278457,rRNA
ENSG00000271254,protein_coding
ENSG00000275405,snRNA
ENSG00000275987,snRNA
ENSG00000277475,protein_coding
ENSG00000268674,protein_coding
ENSG00000276345,protein_coding
ENSG00000273532,misc_RNA
ENSG00000276351,misc_RNA
ENSG00000275661,misc_RNA
ENSG00000277856,protein_coding
ENSG00000275063,protein_coding
ENSG00000278673,pseudogene
ENSG00000277890,snRNA
ENSG00000277666,protein_coding
ENSG00000276760,protein_coding
ENSG00000277927,snRNA
ENSG00000275249,protein_coding
ENSG00000274792,protein_coding
ENSG00000276872,pseudogene
ENSG00000274175,protein_coding
ENSG00000273843,processed_pseudogene
ENSG00000275869,protein_coding
ENSG00000278510,processed_pseudogene
ENSG00000273554,protein_coding
ENSG00000278782,protein_coding
ENSG00000277761,protein_coding
ENSG00000277836,protein_coding
ENSG00000278633,protein_coding
ENSG00000278066,pseudogene
ENSG00000273739,misc_RNA
ENSG00000276700,rRNA
ENSG00000276312,misc_RNA
ENSG00000275757,rRNA
ENSG00000278573,pseudogene
ENSG00000276017,protein_coding
ENSG00000278817,protein_coding
ENSG00000277196,protein_coding
ENSG00000278625,snRNA
ENSG00000277374,snRNA
ENSG00000228572,unprocessed_pseudogene
ENSG00000182378,protein_coding
ENSG00000178605,protein_coding
ENSG00000226179,lncRNA
ENSG00000167393,protein_coding
ENSG00000281849,lncRNA
ENSG00000275287,misc_RNA
ENSG00000280767,lncRNA
ENSG00000234958,processed_pseudogene
ENSG00000229232,processed_pseudogene
ENSG00000185960,protein_coding
ENSG00000237531,lncRNA
ENSG00000225661,processed_pseudogene
ENSG00000205755,protein_coding
ENSG00000198223,protein_coding
ENSG00000265658,miRNA
ENSG00000223274,rRNA_pseudogene
ENSG00000185291,protein_coding
ENSG00000169100,protein_coding
ENSG00000236871,lncRNA
ENSG00000236017,lncRNA
ENSG00000169093,protein_coding
ENSG00000182162,protein_coding
ENSG00000197976,protein_coding
ENSG00000196433,protein_coding
ENSG00000223511,lncRNA
ENSG00000234622,lncRNA
ENSG00000169084,protein_coding
ENSG00000223571,lncRNA
ENSG00000214717,protein_coding
ENSG00000277120,miRNA
ENSG00000223773,transcribed_unprocessed_pseudogene
ENSG00000230542,lncRNA
ENSG00000002586,protein_coding
ENSG00000124343,protein_coding
ENSG00000056998,protein_coding
ENSG00000235483,lncRNA
ENSG00000006756,protein_coding
ENSG00000229851,lncRNA
ENSG00000157399,protein_coding
ENSG00000205667,protein_coding
ENSG00000062096,protein_coding
ENSG00000239228,misc_RNA
ENSG00000230249,processed_pseudogene
ENSG00000228459,lncRNA
ENSG00000101825,protein_coding
ENSG00000213487,processed_pseudogene
ENSG00000212214,snoRNA
ENSG00000207435,snRNA
ENSG00000183943,protein_coding
ENSG00000207332,snRNA
ENSG00000207320,misc_RNA
ENSG00000236188,lncRNA
ENSG00000182888,processed_pseudogene
ENSG00000285756,lncRNA
ENSG00000286431,lncRNA
ENSG00000225722,processed_pseudogene
ENSG00000236513,lncRNA
ENSG00000235039,processed_pseudogene
ENSG00000226313,processed_pseudogene
ENSG00000238193,processed_pseudogene
ENSG00000201660,snoRNA
ENSG00000236120,lncRNA
ENSG00000146938,protein_coding
ENSG00000252291,snoRNA
ENSG00000265284,miRNA
ENSG00000237730,processed_pseudogene
ENSG00000169059,protein_coding
ENSG00000130021,protein_coding
ENSG00000237490,processed_pseudogene
ENSG00000228550,processed_pseudogene
ENSG00000101846,protein_coding
ENSG00000264268,miRNA
ENSG00000279682,TEC
ENSG00000182583,protein_coding
ENSG00000274923,unprocessed_pseudogene
ENSG00000006757,protein_coding
ENSG00000285679,lncRNA
ENSG00000207628,miRNA
ENSG00000177504,protein_coding
ENSG00000205642,protein_coding
ENSG00000287171,lncRNA
ENSG00000011201,protein_coding
ENSG00000225574,processed_pseudogene
ENSG00000183304,protein_coding
ENSG00000231619,processed_pseudogene
ENSG00000229012,lncRNA
ENSG00000285896,lncRNA
ENSG00000225271,processed_pseudogene
ENSG00000177138,protein_coding
ENSG00000200852,rRNA_pseudogene
ENSG00000219870,processed_pseudogene
ENSG00000228543,lncRNA
ENSG00000232111,processed_pseudogene
ENSG00000282306,processed_pseudogene
ENSG00000282501,processed_pseudogene
ENSG00000282358,processed_pseudogene
ENSG00000282668,processed_pseudogene
ENSG00000282299,processed_pseudogene
ENSG00000282697,processed_pseudogene
ENSG00000282222,processed_pseudogene
ENSG00000281955,processed_pseudogene
ENSG00000281941,processed_pseudogene
ENSG00000282300,processed_pseudogene
ENSG00000101849,protein_coding
ENSG00000101850,protein_coding
ENSG00000146950,protein_coding
ENSG00000215319,processed_pseudogene
ENSG00000230326,processed_pseudogene
ENSG00000206844,misc_RNA
ENSG00000234469,protein_coding
ENSG00000047644,protein_coding
ENSG00000225076,lncRNA
ENSG00000202469,misc_RNA
ENSG00000073464,protein_coding
ENSG00000227042,lncRNA
ENSG00000101871,protein_coding
ENSG00000207202,snRNA
ENSG00000234129,lncRNA
ENSG00000004961,protein_coding
ENSG00000207151,misc_RNA
ENSG00000047648,protein_coding
ENSG00000278218,misc_RNA
ENSG00000275194,unprocessed_pseudogene
ENSG00000125363,protein_coding
ENSG00000263652,miRNA
ENSG00000232392,processed_pseudogene
ENSG00000282840,lncRNA
ENSG00000223418,processed_pseudogene
ENSG00000005302,protein_coding
ENSG00000169933,protein_coding
ENSG00000206792,misc_RNA
ENSG00000206795,misc_RNA
ENSG00000223487,lncRNA
ENSG00000231211,processed_pseudogene
ENSG00000273800,unprocessed_pseudogene
ENSG00000271814,misc_RNA
ENSG00000101911,protein_coding
ENSG00000229083,processed_pseudogene
ENSG00000230691,processed_pseudogene
ENSG00000196664,protein_coding
ENSG00000233338,lncRNA
ENSG00000101916,protein_coding
ENSG00000205542,protein_coding
ENSG00000187268,protein_coding
ENSG00000261030,lncRNA
ENSG00000235385,lncRNA
ENSG00000231216,lncRNA
ENSG00000123594,protein_coding
ENSG00000235592,unprocessed_pseudogene
ENSG00000226985,lncRNA
ENSG00000197582,processed_pseudogene
ENSG00000198759,protein_coding
ENSG00000233357,processed_pseudogene
ENSG00000283493,miRNA
ENSG00000199622,misc_RNA
ENSG00000176896,protein_coding
ENSG00000123595,protein_coding
ENSG00000196459,protein_coding
ENSG00000046651,protein_coding
ENSG00000046653,protein_coding
ENSG00000233535,lncRNA
ENSG00000212663,lncRNA
ENSG00000046647,protein_coding
ENSG00000233247,processed_pseudogene
ENSG00000101958,protein_coding
ENSG00000231066,processed_pseudogene
ENSG00000181544,protein_coding
ENSG00000130150,protein_coding
ENSG00000235929,processed_pseudogene
ENSG00000236929,processed_pseudogene
ENSG00000102048,protein_coding
ENSG00000165192,protein_coding
ENSG00000165195,protein_coding
ENSG00000165197,protein_coding
ENSG00000087842,protein_coding
ENSG00000102010,protein_coding
ENSG00000130234,protein_coding
ENSG00000285602,protein_coding
ENSG00000225833,lncRNA
ENSG00000147003,protein_coding
ENSG00000237539,processed_pseudogene
ENSG00000186312,transcribed_unprocessed_pseudogene
ENSG00000169239,protein_coding
ENSG00000279413,pseudogene
ENSG00000200620,snoRNA
ENSG00000281371,lncRNA
ENSG00000169249,protein_coding
ENSG00000182287,protein_coding
ENSG00000200566,snRNA
ENSG00000226536,processed_pseudogene
ENSG00000126010,protein_coding
ENSG00000238178,lncRNA
ENSG00000182798,protein_coding
ENSG00000215313,processed_pseudogene
ENSG00000235071,processed_pseudogene
ENSG00000239333,misc_RNA
ENSG00000047230,protein_coding
ENSG00000265144,miRNA
ENSG00000169906,protein_coding
ENSG00000169895,protein_coding
ENSG00000238709,snRNA
ENSG00000086712,protein_coding
ENSG00000230180,processed_pseudogene
ENSG00000102054,protein_coding
ENSG00000222736,snRNA
ENSG00000223498,processed_pseudogene
ENSG00000199410,misc_RNA
ENSG00000169891,protein_coding
ENSG00000201467,snoRNA
ENSG00000214322,processed_pseudogene
ENSG00000214321,processed_pseudogene
ENSG00000238764,snoRNA
ENSG00000188158,protein_coding
ENSG00000265465,miRNA
ENSG00000235834,lncRNA
ENSG00000230020,lncRNA
ENSG00000226153,processed_pseudogene
ENSG00000047634,protein_coding
ENSG00000227873,processed_pseudogene
ENSG00000131831,protein_coding
ENSG00000276467,unprocessed_pseudogene
ENSG00000225066,processed_pseudogene
ENSG00000225882,lncRNA
ENSG00000177324,protein_coding
ENSG00000102098,protein_coding
ENSG00000235211,processed_pseudogene
ENSG00000207025,misc_RNA
ENSG00000008086,protein_coding
ENSG00000236187,processed_pseudogene
ENSG00000102104,protein_coding
ENSG00000086717,protein_coding
ENSG00000237221,lncRNA
ENSG00000196564,processed_pseudogene
ENSG00000224224,processed_pseudogene
ENSG00000237836,lncRNA
ENSG00000044446,protein_coding
ENSG00000266710,misc_RNA
ENSG00000286724,lncRNA
ENSG00000173698,protein_coding
ENSG00000131828,protein_coding
ENSG00000180815,protein_coding
ENSG00000202144,misc_RNA
ENSG00000275800,unprocessed_pseudogene
ENSG00000147010,protein_coding
ENSG00000173681,protein_coding
ENSG00000206663,misc_RNA
ENSG00000184368,protein_coding
ENSG00000264566,miRNA
ENSG00000173674,protein_coding
ENSG00000201882,snoRNA
ENSG00000201592,snoRNA
ENSG00000225037,lncRNA
ENSG00000177189,protein_coding
ENSG00000283631,lncRNA
ENSG00000283400,lncRNA
ENSG00000252978,misc_RNA
ENSG00000283380,lncRNA
ENSG00000283546,lncRNA
ENSG00000206716,snRNA
ENSG00000149970,protein_coding
ENSG00000231913,processed_pseudogene
ENSG00000185915,protein_coding
ENSG00000091482,protein_coding
ENSG00000012174,protein_coding
ENSG00000275681,unprocessed_pseudogene
ENSG00000230797,protein_coding
ENSG00000206639,misc_RNA
ENSG00000271286,processed_pseudogene
ENSG00000102172,protein_coding
ENSG00000102174,protein_coding
ENSG00000224204,lncRNA
ENSG00000233067,lncRNA
ENSG00000288546,lncRNA
ENSG00000175809,protein_coding
ENSG00000231846,lncRNA
ENSG00000224396,processed_pseudogene
ENSG00000201095,snRNA
ENSG00000231011,processed_pseudogene
ENSG00000237019,lncRNA
ENSG00000184735,protein_coding
ENSG00000174028,processed_pseudogene
ENSG00000228610,processed_pseudogene
ENSG00000165186,protein_coding
ENSG00000226774,processed_pseudogene
ENSG00000123131,protein_coding
ENSG00000123130,protein_coding
ENSG00000233785,lncRNA
ENSG00000202272,misc_RNA
ENSG00000130066,protein_coding
ENSG00000184831,protein_coding
ENSG00000238103,processed_pseudogene
ENSG00000165182,protein_coding
ENSG00000174010,protein_coding
ENSG00000130741,protein_coding
ENSG00000201407,snoRNA
ENSG00000234230,lncRNA
ENSG00000005889,protein_coding
ENSG00000223611,processed_pseudogene
ENSG00000223731,processed_pseudogene
ENSG00000225071,processed_pseudogene
ENSG00000067992,protein_coding
ENSG00000214124,processed_pseudogene
ENSG00000102230,protein_coding
ENSG00000226222,processed_pseudogene
ENSG00000236836,lncRNA
ENSG00000236487,processed_pseudogene
ENSG00000101868,protein_coding
ENSG00000251869,scaRNA
ENSG00000232472,processed_pseudogene
ENSG00000004848,protein_coding
ENSG00000214111,processed_pseudogene
ENSG00000240439,misc_RNA
ENSG00000176812,processed_pseudogene
ENSG00000229310,processed_pseudogene
ENSG00000228519,processed_pseudogene
ENSG00000233403,lncRNA
ENSG00000176774,protein_coding
ENSG00000232446,unprocessed_pseudogene
ENSG00000232030,protein_coding
ENSG00000227511,unprocessed_pseudogene
ENSG00000176746,protein_coding
ENSG00000232644,unprocessed_pseudogene
ENSG00000188408,protein_coding
ENSG00000237171,unprocessed_pseudogene
ENSG00000228464,processed_pseudogene
ENSG00000231388,processed_pseudogene
ENSG00000259849,transcribed_processed_pseudogene
ENSG00000236160,processed_pseudogene
ENSG00000216938,processed_pseudogene
ENSG00000236683,processed_pseudogene
ENSG00000252491,snRNA
ENSG00000242021,lncRNA
ENSG00000228933,lncRNA
ENSG00000233807,processed_pseudogene
ENSG00000252486,misc_RNA
ENSG00000235642,processed_pseudogene
ENSG00000224960,protein_coding
ENSG00000223391,processed_pseudogene
ENSG00000238247,processed_pseudogene
ENSG00000189186,protein_coding
ENSG00000177689,protein_coding
ENSG00000229731,processed_pseudogene
ENSG00000226199,processed_pseudogene
ENSG00000232834,processed_pseudogene
ENSG00000228345,processed_pseudogene
ENSG00000233243,processed_pseudogene
ENSG00000224589,processed_pseudogene
ENSG00000226372,protein_coding
ENSG00000277569,miRNA
ENSG00000223742,lncRNA
ENSG00000169306,protein_coding
ENSG00000226436,processed_pseudogene
ENSG00000201666,snoRNA
ENSG00000237994,lncRNA
ENSG00000201356,rRNA_pseudogene
ENSG00000227393,processed_pseudogene
ENSG00000264090,miRNA
ENSG00000227592,processed_pseudogene
ENSG00000270794,processed_pseudogene
ENSG00000099399,protein_coding
ENSG00000198798,protein_coding
ENSG00000120289,protein_coding
ENSG00000214107,protein_coding
ENSG00000276940,unprocessed_pseudogene
ENSG00000169297,protein_coding
ENSG00000120280,protein_coding
ENSG00000178556,processed_pseudogene
ENSG00000232368,processed_pseudogene
ENSG00000198814,protein_coding
ENSG00000229331,lncRNA
ENSG00000241886,lncRNA
ENSG00000243055,lncRNA
ENSG00000277876,unprocessed_pseudogene
ENSG00000157625,protein_coding
ENSG00000231542,lncRNA
ENSG00000235512,lncRNA
ENSG00000132446,protein_coding
ENSG00000198947,protein_coding
ENSG00000252903,snRNA
ENSG00000285900,lncRNA
ENSG00000222922,rRNA_pseudogene
ENSG00000236285,processed_pseudogene
ENSG00000263600,miRNA
ENSG00000221348,miRNA
ENSG00000236828,lncRNA
ENSG00000226781,processed_pseudogene
ENSG00000215310,processed_pseudogene
ENSG00000287700,lncRNA
ENSG00000233928,lncRNA
ENSG00000185448,protein_coding
ENSG00000185638,processed_pseudogene
ENSG00000233571,lncRNA
ENSG00000236072,processed_pseudogene
ENSG00000271136,processed_pseudogene
ENSG00000147027,protein_coding
ENSG00000225384,processed_pseudogene
ENSG00000273704,unprocessed_pseudogene
ENSG00000189132,protein_coding
ENSG00000229347,processed_pseudogene
ENSG00000252411,snRNA
ENSG00000230227,processed_pseudogene
ENSG00000233663,processed_pseudogene
ENSG00000271088,processed_pseudogene
ENSG00000233880,processed_pseudogene
ENSG00000189023,protein_coding
ENSG00000271519,processed_pseudogene
ENSG00000165164,protein_coding
ENSG00000206733,snRNA
ENSG00000229384,processed_pseudogene
ENSG00000226484,lncRNA
ENSG00000233921,processed_pseudogene
ENSG00000286475,lncRNA
ENSG00000249467,processed_pseudogene
ENSG00000275314,unprocessed_pseudogene
ENSG00000235510,unprocessed_pseudogene
ENSG00000223723,processed_pseudogene
ENSG00000231069,unprocessed_pseudogene
ENSG00000198173,protein_coding
ENSG00000243048,unprocessed_pseudogene
ENSG00000214071,unprocessed_pseudogene
ENSG00000233810,processed_pseudogene
ENSG00000130962,protein_coding
ENSG00000250349,protein_coding
ENSG00000241607,unprocessed_pseudogene
ENSG00000219186,unprocessed_pseudogene
ENSG00000234355,unprocessed_pseudogene
ENSG00000174678,processed_pseudogene
ENSG00000147036,protein_coding
ENSG00000047597,protein_coding
ENSG00000285944,unprocessed_pseudogene
ENSG00000165168,protein_coding
ENSG00000165169,protein_coding
ENSG00000206983,snRNA
ENSG00000259977,lncRNA
ENSG00000224339,processed_pseudogene
ENSG00000187516,protein_coding
ENSG00000229674,protein_coding
ENSG00000147041,protein_coding
ENSG00000221466,miRNA
ENSG00000101955,protein_coding
ENSG00000226679,lncRNA
ENSG00000156313,protein_coding
ENSG00000252050,snoRNA
ENSG00000036473,protein_coding
ENSG00000227988,processed_pseudogene
ENSG00000232370,processed_pseudogene
ENSG00000229735,processed_pseudogene
ENSG00000233007,processed_pseudogene
ENSG00000156298,protein_coding
ENSG00000238606,snRNA
ENSG00000235806,lncRNA
ENSG00000287729,lncRNA
ENSG00000165175,protein_coding
ENSG00000238123,lncRNA
ENSG00000207122,snRNA
ENSG00000224610,lncRNA
ENSG00000235304,lncRNA
ENSG00000236747,lncRNA
ENSG00000234191,lncRNA
ENSG00000263730,miRNA
ENSG00000264618,misc_RNA
ENSG00000228232,processed_pseudogene
ENSG00000270759,processed_pseudogene
ENSG00000261435,lncRNA
ENSG00000263972,miRNA
ENSG00000214047,processed_pseudogene
ENSG00000285709,lncRNA
ENSG00000223486,lncRNA
ENSG00000183337,protein_coding
ENSG00000236393,lncRNA
ENSG00000214045,processed_pseudogene
ENSG00000206677,misc_RNA
ENSG00000235685,processed_pseudogene
ENSG00000238730,snRNA
ENSG00000182220,protein_coding
ENSG00000287098,lncRNA
ENSG00000238205,protein_coding
ENSG00000185753,protein_coding
ENSG00000180182,protein_coding
ENSG00000234636,lncRNA
ENSG00000270791,processed_pseudogene
ENSG00000214031,processed_pseudogene
ENSG00000237661,processed_pseudogene
ENSG00000238222,processed_pseudogene
ENSG00000232801,processed_pseudogene
ENSG00000189145,processed_pseudogene
ENSG00000216866,processed_pseudogene
ENSG00000287549,lncRNA
ENSG00000237931,processed_pseudogene
ENSG00000124486,protein_coding
ENSG00000223714,lncRNA
ENSG00000199564,rRNA_pseudogene
ENSG00000238426,misc_RNA
ENSG00000226641,processed_pseudogene
ENSG00000215301,protein_coding
ENSG00000264573,misc_RNA
ENSG00000188937,protein_coding
ENSG00000225238,processed_pseudogene
ENSG00000147044,protein_coding
ENSG00000233033,lncRNA
ENSG00000212207,snRNA
ENSG00000217624,processed_pseudogene
ENSG00000242559,misc_RNA
ENSG00000171659,protein_coding
ENSG00000171657,protein_coding
ENSG00000229822,processed_pseudogene
ENSG00000237875,processed_pseudogene
ENSG00000251807,snRNA
ENSG00000233103,lncRNA
ENSG00000228847,processed_pseudogene
ENSG00000212560,snRNA
ENSG00000228780,processed_pseudogene
ENSG00000206896,snRNA
ENSG00000231772,lncRNA
ENSG00000283737,TEC
ENSG00000287223,lncRNA
ENSG00000102055,protein_coding
ENSG00000270280,processed_pseudogene
ENSG00000224294,lncRNA
ENSG00000237206,processed_pseudogene
ENSG00000285899,lncRNA
ENSG00000231750,processed_pseudogene
ENSG00000189221,protein_coding
ENSG00000069535,protein_coding
ENSG00000124479,protein_coding
ENSG00000236276,lncRNA
ENSG00000214019,processed_pseudogene
ENSG00000183690,protein_coding
ENSG00000198414,processed_pseudogene
ENSG00000214018,processed_pseudogene
ENSG00000200702,misc_RNA
ENSG00000224054,processed_pseudogene
ENSG00000215035,processed_pseudogene
ENSG00000069509,protein_coding
ENSG00000233543,processed_pseudogene
ENSG00000229168,processed_pseudogene
ENSG00000214016,processed_pseudogene
ENSG00000242065,misc_RNA
ENSG00000189037,protein_coding
ENSG00000147050,protein_coding
ENSG00000147113,protein_coding
ENSG00000229491,lncRNA
ENSG00000237782,processed_pseudogene
ENSG00000229563,lncRNA
ENSG00000214282,processed_pseudogene
ENSG00000204915,processed_pseudogene
ENSG00000270069,lncRNA
ENSG00000207870,miRNA
ENSG00000207725,miRNA
ENSG00000269902,lncRNA
ENSG00000231566,lncRNA
ENSG00000212347,snoRNA
ENSG00000215286,processed_pseudogene
ENSG00000234613,lncRNA
ENSG00000224701,processed_pseudogene
ENSG00000213100,processed_pseudogene
ENSG00000214009,processed_pseudogene
ENSG00000278838,misc_RNA
ENSG00000236751,lncRNA
ENSG00000229145,processed_pseudogene
ENSG00000286306,lncRNA
ENSG00000231235,processed_pseudogene
ENSG00000235587,processed_pseudogene
ENSG00000147121,protein_coding
ENSG00000224072,processed_pseudogene
ENSG00000251192,protein_coding
ENSG00000199226,snRNA
ENSG00000230844,lncRNA
ENSG00000277721,misc_RNA
ENSG00000270499,processed_pseudogene
ENSG00000147119,protein_coding
ENSG00000065923,protein_coding
ENSG00000213997,processed_pseudogene
ENSG00000226048,processed_pseudogene
ENSG00000215284,processed_pseudogene
ENSG00000102218,protein_coding
ENSG00000204904,lncRNA
ENSG00000102221,protein_coding
ENSG00000130988,protein_coding
ENSG00000206685,snRNA
ENSG00000201659,snRNA
ENSG00000147123,protein_coding
ENSG00000182872,protein_coding
ENSG00000237351,processed_pseudogene
ENSG00000130985,protein_coding
ENSG00000224975,lncRNA
ENSG00000102225,protein_coding
ENSG00000102226,protein_coding
ENSG00000237623,processed_pseudogene
ENSG00000266158,misc_RNA
ENSG00000203402,lncRNA
ENSG00000147117,protein_coding
ENSG00000221459,snoRNA
ENSG00000232009,processed_pseudogene
ENSG00000226556,processed_pseudogene
ENSG00000147124,protein_coding
ENSG00000277605,misc_RNA
ENSG00000196741,lncRNA
ENSG00000235636,processed_pseudogene
ENSG00000078061,protein_coding
ENSG00000008056,protein_coding
ENSG00000283743,lncRNA
ENSG00000102265,protein_coding
ENSG00000263858,miRNA
ENSG00000126759,protein_coding
ENSG00000126767,protein_coding
ENSG00000126756,protein_coding
ENSG00000267064,lncRNA
ENSG00000187893,transcribed_unprocessed_pseudogene
ENSG00000224656,processed_pseudogene
ENSG00000229968,processed_pseudogene
ENSG00000188459,processed_pseudogene
ENSG00000197779,protein_coding
ENSG00000224401,processed_pseudogene
ENSG00000147118,protein_coding
ENSG00000221994,protein_coding
ENSG00000171489,protein_coding
ENSG00000277541,lncRNA
ENSG00000287757,lncRNA
ENSG00000171483,transcribed_unprocessed_pseudogene
ENSG00000171478,protein_coding
ENSG00000230241,processed_pseudogene
ENSG00000233139,processed_pseudogene
ENSG00000201517,snRNA
ENSG00000225198,unprocessed_pseudogene
ENSG00000238032,processed_pseudogene
ENSG00000165583,protein_coding
ENSG00000234780,processed_pseudogene
ENSG00000252856,rRNA_pseudogene
ENSG00000204368,processed_pseudogene
ENSG00000231568,processed_pseudogene
ENSG00000229662,processed_pseudogene
ENSG00000126752,protein_coding
ENSG00000232813,processed_pseudogene
ENSG00000241207,unprocessed_pseudogene
ENSG00000237345,processed_pseudogene
ENSG00000204648,transcribed_unprocessed_pseudogene
ENSG00000234391,processed_pseudogene
ENSG00000227302,unprocessed_pseudogene
ENSG00000230100,lncRNA
ENSG00000270747,processed_pseudogene
ENSG00000165584,protein_coding
ENSG00000225055,processed_pseudogene
ENSG00000234448,processed_pseudogene
ENSG00000268009,protein_coding
ENSG00000269791,protein_coding
ENSG00000231603,processed_pseudogene
ENSG00000231489,processed_pseudogene
ENSG00000235350,unprocessed_pseudogene
ENSG00000226971,processed_pseudogene
ENSG00000017483,protein_coding
ENSG00000068438,protein_coding
ENSG00000224292,lncRNA
ENSG00000102312,protein_coding
ENSG00000147155,protein_coding
ENSG00000286268,protein_coding
ENSG00000276823,misc_RNA
ENSG00000068354,protein_coding
ENSG00000204620,lncRNA
ENSG00000102317,protein_coding
ENSG00000228343,lncRNA
ENSG00000279528,TEC
ENSG00000220125,processed_pseudogene
ENSG00000101940,protein_coding
ENSG00000231725,processed_pseudogene
ENSG00000015285,protein_coding
ENSG00000101945,protein_coding
ENSG00000232828,lncRNA
ENSG00000206723,snRNA
ENSG00000171433,protein_coding
ENSG00000233585,transcribed_processed_pseudogene
ENSG00000207367,snRNA
ENSG00000102145,protein_coding
ENSG00000094631,protein_coding
ENSG00000187682,protein_coding
ENSG00000102109,protein_coding
ENSG00000102103,protein_coding
ENSG00000126768,protein_coding
ENSG00000102100,protein_coding
ENSG00000102096,protein_coding
ENSG00000068308,protein_coding
ENSG00000279155,TEC
ENSG00000223309,snRNA
ENSG00000102057,protein_coding
ENSG00000068400,protein_coding
ENSG00000068323,protein_coding
ENSG00000147144,protein_coding
ENSG00000243279,protein_coding
ENSG00000288053,protein_coding
ENSG00000196998,protein_coding
ENSG00000206936,snRNA
ENSG00000068394,protein_coding
ENSG00000265033,misc_RNA
ENSG00000280116,unprocessed_pseudogene
ENSG00000269313,protein_coding
ENSG00000279422,TEC
ENSG00000102007,protein_coding
ENSG00000012211,protein_coding
ENSG00000102003,protein_coding
ENSG00000237341,lncRNA
ENSG00000102001,protein_coding
ENSG00000230216,processed_pseudogene
ENSG00000101997,protein_coding
ENSG00000049768,protein_coding
ENSG00000286181,lncRNA
ENSG00000049769,protein_coding
ENSG00000270012,lncRNA
ENSG00000286031,lncRNA
ENSG00000215274,protein_coding
ENSG00000224659,protein_coding
ENSG00000274274,protein_coding
ENSG00000275113,protein_coding
ENSG00000236737,protein_coding
ENSG00000237671,protein_coding
ENSG00000227488,protein_coding
ENSG00000236362,protein_coding
ENSG00000216649,protein_coding
ENSG00000215269,protein_coding
ENSG00000224902,protein_coding
ENSG00000189064,protein_coding
ENSG00000205777,protein_coding
ENSG00000213856,processed_pseudogene
ENSG00000227391,processed_pseudogene
ENSG00000068985,protein_coding
ENSG00000101951,protein_coding
ENSG00000234390,lncRNA
ENSG00000273820,protein_coding
ENSG00000220132,processed_pseudogene
ENSG00000171365,protein_coding
ENSG00000201341,snRNA
ENSG00000207758,miRNA
ENSG00000207768,miRNA
ENSG00000207785,miRNA
ENSG00000208015,miRNA
ENSG00000211538,miRNA
ENSG00000239057,miRNA
ENSG00000207970,miRNA
ENSG00000272080,miRNA
ENSG00000181977,processed_pseudogene
ENSG00000202495,misc_RNA
ENSG00000147081,protein_coding
ENSG00000147082,protein_coding
ENSG00000274588,protein_coding
ENSG00000158352,protein_coding
ENSG00000222303,snRNA
ENSG00000226881,processed_pseudogene
ENSG00000130385,protein_coding
ENSG00000238190,processed_pseudogene
ENSG00000227493,unprocessed_pseudogene
ENSG00000230926,unprocessed_pseudogene
ENSG00000230317,lncRNA
ENSG00000237926,unprocessed_pseudogene
ENSG00000229151,lncRNA
ENSG00000287767,lncRNA
ENSG00000122824,protein_coding
ENSG00000226530,lncRNA
ENSG00000187690,protein_coding
ENSG00000196368,protein_coding
ENSG00000234766,lncRNA
ENSG00000224109,protein_coding
ENSG00000283093,protein_coding
ENSG00000223591,protein_coding
ENSG00000189369,protein_coding
ENSG00000179222,protein_coding
ENSG00000236576,processed_pseudogene
ENSG00000252377,snRNA
ENSG00000228827,unprocessed_pseudogene
ENSG00000232951,processed_pseudogene
ENSG00000237528,processed_pseudogene
ENSG00000232562,processed_pseudogene
ENSG00000182776,lncRNA
ENSG00000279750,lncRNA
ENSG00000187243,protein_coding
ENSG00000221705,snoRNA
ENSG00000154545,protein_coding
ENSG00000221475,snoRNA
